sumario,materia,voces,texto,fallo
25626,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ACCIDENTES DE TRABAJO - FALTA DE FUNDAMENTACION - RECHAZO DEL RECURSO,"El recurso interpuesto por el trabajador se agota en meras discrepancias propias de quien resulta perdidoso en la contienda, sin desvirtuar, como es su deber, conclusiones fundamentales de fallo, relacionadas con el hecho de que, al examinar al operario, el profesional no advierte la lesión existente en su miembro derecho abonada en otro expediente, lo que también surge del propio informe de la SRT y en su razón, no utiliza el método de la incapacidad restante, lo que inutilizó el valor científico del informe resultante presentado.",10000003205
25627,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ACCIDENTES DE TRABAJO - CARGA DE LA PRUEBA - RECHAZO DEL RECURSO,"La prueba por incapacidad está a cargo del trabajador y en caso de controversia, el medio idóneo es mediante una pericia médica en sede judicial no resultando suficiente la presentación de certificados médicos; asimismo la relación causal o concausal entre el trabajo, el ambiente y la dolencia, debe probarse si se niega y no es suficiente en tal supuesto el dictamen del médico privado, debiendo requerirse el dictamen médico pericial.",10000003205
25639,DERECHO DEL TRABAJO,DERECHO LABORAL - ACCIDENTES DE TRABAJO - COMISIONES MEDICAS - COMPETENCIA - ADMISIBILIDAD DEL RECURSO,"La ley 27.348 establece la actuación de las comisiones médicas jurisdiccionales como instancia administrativa previa, de carácter obligatorio y excluyente de toda otra intervención, para que el trabajador afectado, contando con el debido patrocinio letrado, solicite la determinación del carácter profesional de su enfermedad o contingencia, la determinación de su incapacidad y las correspondientes prestaciones dinerarias.",10000003210
25640,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ACCIDENTES DE TRABAJO - COMISIONES MEDICAS - COMPETENCIA - ADMISIBILIDAD DEL RECURSO,"Las leyes que organizan los procedimientos son de aplicación inmediata a los juicios en trámite, en tanto no se invaliden actuaciones regularmente cumplidas con arreglo a las leyes anteriores. La Comisión N° 32, con asiento en la Ciudad de San Rafael, queda operativa a partir del 23 de noviembre del 2017, según diversas disposiciones dictadas por la Superintendencia de Riesgos del Trabajo. Por consiguiente todo reclamo judicial iniciado con posterioridad a la ese momento debía cumplimentar con este paso obligatorio, previo y excluyente, con independencia de la fecha de la primera manifestación invalidante.",10000003210
25642,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ACCIDENTES DE TRABAJO - COMISIONES MEDICAS - COMPETENCIA - RECHAZO DEL RECURSO,"La ley N° 9.017 adhiere a la ley nacional (N° 27.348) disponiendo su entrada en vigencia independiente para cada circunscripción judicial, quedando únicamente supeditada a la constitución y funcionamiento de la Comisión Médica en dicha circunscripción. Por lo que la obligatoriedad de la misma, depende ineludiblemente de la ""constitución y funcionamiento"" de la Comisión Médica en la Segunda Circunscripción Judicial. Por ello, y siendo el tratamiento de una norma procesal, debe decidirse su vigencia por la fecha de interposición de la demanda en relación a la creación y funcionamiento de las Comisiones Médicas y no de la primera manifestación invalidante. (Dr. Valerio en disidencia)",10000003210
25648,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - DESPIDO - FALTA DE PRUEBA - RECHAZO DEL RECURSO,"La ausencia de impugnación de las conclusiones principales del acto sentencial o de sus fundamentos autónomos con eficacia decisoria, obsta a la procedencia de la vía excepcional; en consecuencia, las argumentaciones basadas en el propio criterio de la recurrente y que no traducen más que meras discrepancias subjetivas del interesado, son insuficientes para determinar la apertura de la instancia extraordinaria en lo que concierne a cuestiones de hecho y prueba.",10000003212
25650,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - DESPIDO - RECHAZO DEL RECURSO,"Corresponde el rechazo de este primer motivo de agravio respecto a la queja referida a la condena arbitraria al pago de la multa art. 9 ley 24.013, cuando la recurrente se abroquela en afirmar que procede a rectificar la categoría de la actora de ""Auxiliar A"" a ""Vendedor B"" del CCT 130/75. Ademas la multa del art. 9 ley 24.013 fue calculada en la pericia contable obrante en archivo digital, sin que la misma fuese impugnada por la demandada, por lo que el agravio resulta extemporáneo e improcedente en esta instancia.",10000003212
25651,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - DESPIDO - ADMISIBILIDAD DEL RECURSO,"La admisión de la indemnización sustitutiva de preaviso transgrede los límites de la congruencia, por lo que se verifica el error de juzgamiento denunciado por el recurrente. Asimismo progresa el tramo de la presentación recursiva donde se afirma que la sentencia incurre en arbitrariedad en el análisis del material probatorio respecto de la multa del artículo 9 de la Ley Nacional de Empleo n° 24013. Por lo dicho, la condena no se sustenta en los hechos demostrados en el proceso, correspondiendo su revocación. (Disidencia Dr. Adaro)",10000003212
25652,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ENFERMEDAD ACCIDENTE - INCONSTITUCIONALIDAD - RECHAZO DEL RECURSO,"Rige la validez del trámite administrativo previo instituido por los artículos 1 y 2 de la ley 27348 y de la ley provincial n° 9017, en cuanto adhiere a la primera. No importa renunciar al rol que pesa sobre la judicatura, toda vez que la custodia del principio contenido en el art. 31 de la Constitución Nacional está depositada en la totalidad de los jueces integrantes del Poder Judicial, quienes deben interpretar y aplicar la Ley Fundamental y las leyes de la Nación en todas las causas sometidas a su conocimiento. En consecuencia corresponde la inconstitucionalidad e inconvencionalidad del plazo de caducidad de 45 días hábiles judiciales para interponer la acción en contra de las decisiones de las Comisiones Médicas introducidas por el art. 3 de la ley 9.017.",10000003213
25653,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ENFERMEDAD ACCIDENTE - COMISIONES MEDICAS - RECHAZO DEL RECURSO,"La interposición de la demanda se rige por las normas generales sobre prescripción, sin ningún plazo de caducidad agregado. No obstante en la causa existen particularidades que impiden obligar al trabajador a transitar nuevamente por ante la Comisión Medica en procura de un nuevo dictamen, específicamente vinculado al tramo cervical de su columna, toda vez que el mismo manifestó dolores en la totalidad de ese sector de su cuerpo desde el primer momento. Todo ello en virtud del principio del informalismo a favor del administrado, de la impulsión e instrucción de oficio a cargo del organismo nacional y del deber de propiciar la celeridad, economía, sencillez y eficacia en su ámbito.",10000003213
25660,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ENFERMEDAD ACCIDENTE - MOBBING - FALTA DE PRUEBA - RELACION DE CAUSALIDAD - RECHAZO DEL RECURSO,"Resulta razonable el fundamento del sentenciante que pondera la falta de acreditación de la causa específica invocada por el trabajador, la configuración del mobbing situación que debe ser mantenida de manera sistemática y recurrente en un plazo más o menos prolongado de tiempo (aproximadamente seis meses). En consecuencia el criterio de relación de causalidad es parte del razonamiento jurídico del magistrado, por lo que el informe pericial en nada obliga al juez, quien razonablemente y con fundamento en el material probatorio debe argumentar respecto de la existencia o no de la vinculación causal.",10000003216
25731,DERECHO DEL TRABAJO,DERECHO LABORAL - ACCIDENTES DE TRABAJO - INDEMNIZACION - INTERESES - RECHAZO DEL RECURSO,"El artículo 11 de la ley 27.348 (B.O. 24/02/2017), al modificar el artículo 12 de la ley n° 24.557 (B.O. 04/10/1995), no precisa cuál de las dos referencias temporales corresponde utilizar a los fines mentados. Prescribe que los salarios mensuales tomados a fin de establecer el promedio se actualizarán mes a mes aplicándose la variación del índice RIPTE (Remuneraciones Imponibles Promedio de los Trabajadores Estables). Por ello, la duda interpretativa debe resolverse en el sentido más favorable al trabajador (art. art. 9, último párrafo, de la Ley de Contrato de Trabajo)",10000003241
25736,DERECHO DEL TRABAJO,DERECHO LABORAL - ACCIDENTES DE TRABAJO - INDEMNIZACION - INTERESES - REMUNERACION IMPONIBLE PROMEDIO DE LOS TRABAJADORES ESTABLES (RIPTE) - RECHAZO DEL RECURSO,"Asimismo, donde existía una potencialidad en la ley 27348 conforme al promedio de la tasa activa cartera general nominal anual vencida a treinta (30) días del Banco de la Nación Argentina; con el DNU 669/2019 se ordenó que lo fuera a la tasa de variación de las Remuneraciones Imponibles Promedio de los Trabajadores Estables (RIPTE) en el período considerado. Por otro lado el DNU tuvo como propósito explícito el de revertir el supuesto desfasaje financiero provocado por el 2° párrafo del artículo 12 de la ley 24.557, texto según artículo 11 de la ley 27.348, en tanto previó actualizar con una tasa de interés (activa) el Ingreso Base, a partir de la primera manifestación invalidante.",10000003241
25737,DERECHO DEL TRABAJO,DERECHO LABORAL - ACCIDENTES DE TRABAJO - INDEMNIZACION - REMUNERACION IMPONIBLE PROMEDIO DE LOS TRABAJADORES ESTABLES (RIPTE) - RECHAZO DEL RECURSO,"Es dable sostener que el DNU 669/2019 sólo persiguió derogar una norma emanada del Congreso Nacional (art. 11 de la ley 27.348), sorteando las dificultades propias del debate democrático, hipótesis que precisamente pretendió superar la reforma constitucional de 1994. Corresponde la nulidad absoluta e insanable del ordenamiento en estudio, con la consiguiente declaración de inconstitucionalidad del DNU 669/2019.",10000003241
25738,DERECHO DEL TRABAJO,DERECHO LABORAL - ACCIDENTES DE TRABAJO - INDEMNIZACION - REMUNERACION IMPONIBLE PROMEDIO DE LOS TRABAJADORES ESTABLES (RIPTE) - RECHAZO DEL RECURSO,"Respecto de la vigencia, cabe referenciar que el DNU 669/2019 establece en el art. 3 que las modificaciones dispuestas en la presente norma se aplicarán en todos los casos, independientemente de la fecha de la primera manifestación invalidante, es decir que si nos atenemos a la literalidad del texto implica lisa y llanamente su aplicación retroactiva más allá de las modificaciones de la ley 27348, y con ello afecta nada más ni nada menos que prestaciones dinerarias vitales que surgen de la situación de salud de la persona humana que trabaja que se ha visto dañada por el ámbito laboral. (voto Dr. Valerio)",10000003241
25739,DERECHO DEL TRABAJO,DERECHO LABORAL - ACCIDENTES DE TRABAJO - INDEMNIZACION - INTERESES - REMUNERACION IMPONIBLE PROMEDIO DE LOS TRABAJADORES ESTABLES (RIPTE) - RECHAZO DEL RECURSO,"Se enuncia como urgente un cambio en la forma de actualizar el ingreso base, que tal modalidad de ajuste, implementada por la Ley N° 27.348, tuvo la finalidad de incluir una tasa de actualización que evite que los efectos de procesos inflacionarios afecten desfavorablemente la cuantía del monto del ""Ingreso Base"". (voto Dr. Valerio)",10000003241
25740,DERECHO DEL TRABAJO,DERECHO LABORAL - ACCIDENTES DE TRABAJO - INDEMNIZACION LABORAL - REMUNERACION IMPONIBLE PROMEDIO DE LOS TRABAJADORES ESTABLES (RIPTE) - RECHAZO DEL RECURSO,"El sentenciante se hace cargo de este aspecto y refiere que el cambio de los intereses promedio de tasa activa por el RIPTE previsto en el DNU, implica una disminución significativa del capital del trabajador siniestrado de por lo menos una pérdida del 50% en materia de interés. Asimetría que no debe ser traslada al trabajador y menos aún de manera retroactiva.",10000003241
25741,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - DESPIDO - INTERES JURIDICO - CONCESION PARCIAL DEL RECURSO,"Para ejercer una acción como actor, demandado o tercerista, deduciéndola o contestándola, es necesario tener interés legítimo, económico o moral, jurídicamente protegido"". (art. 41 del Código Procesal Civil, Comercial y Tributario de Mendoza). El interés jurídico real, cierto y positivo en toda pretensión, es requisito imprescindible en toda articulación, acción o recurso (art. 41 CPC, actual del CPCCyT) de modo que, su ausencia o indemostración torna improcedente la pretensión.",10000003245
25673,DERECHO DEL TRABAJO,DERECHO LABORAL - COOPERATIVA DE TRABAJO - PARTICIPACION EN LAS GANANCIAS - DESPIDO - ADMISIBILIDAD DEL RECURSO,"Cuando se trata de cooperativas no se puede pasar por alto los motivos fundados en el esfuerzo propio y la ayuda mutua para organizar y prestar servicios; su forma de constitución, condiciones de ingreso la administración, gobierno y representación legal; lo excedentes repartibles destinados a ser distribuidos en concepto de retorno entre los asociados en proporción al trabajo efectivamente prestado por cada uno de éstos. Y que los asociados a las cooperativas de trabajo no revisten la calidad de dependientes de las mismas, debiéndoselos considerar como trabajadores autónomos.",10000003219
25674,DERECHO DEL TRABAJO,DERECHO LABORAL - COOPERATIVA DE TRABAJO - RELACION DE DEPENDENCIA - IMPROCEDENCIA - ADMISIBILIDAD DEL RECURSO,"Corresponde dejar sin efecto la sentencia que considera que el trabajador debe ser ponderado trabajador dependiente de la sociedad cooperativa en los términos del art. 27 de la Ley de Contrato de Trabajo si surge con nitidez que tales asertos no pudieron ser sostenidos válidamente con prescindencia de todo examen concerniente al sentido y esencia del tipo societario al que se adecuan las cooperativas de trabajo y al régimen legal establecido por la ley 20.337, no debiendo pasar por alto las normas que expide el INAC, como el art. 1° de la resolución 183/92, que tiene como objeto reafirmar que el vínculo jurídico entre el asociado y la cooperativa de trabajo es de naturaleza asociativa y está exento, por lo tanto, de toda connotación de dependencia.",10000003219
25675,DERECHO DEL TRABAJO,DERECHO LABORAL - COOPERATIVA DE TRABAJO - DESPIDO VERBAL - ABANDONO DE TRABAJO - ADMISIBILIDAD DEL RECURSO,"La normativa laboral no resulta aplicable considerando oportuno rescatar que la desvinculación del trabajador con la Cooperativa tampoco lucía procedente, el acta notarial deja constancia que el actor niega trabajar para la requiriente, y que se desempeña en el cargo de vigilador, expresando que hace tiempo ya no trabaja para la Cooperativa, y que dicho trabajo lo realiza por su cuenta. Asimismo a días del acta notarial, el trabajador envia a la demandada carta documento denunciando supuesto despido verbal (ya habiendo transcurrido más de un mes) por lo que estos hechos concluyentes mas bien son coherente con la respuesta de la demandada. En consecuencia el trabajador luego que el objetivo se dio de baja, abandona la Cooperativa para trabajar por su cuenta con tal cliente, por lo que el despido indirecto tampoco habría tenido cabida.",10000003219
25676,DERECHO DEL TRABAJO,DERECHO LABORAL - COOPERATIVA DE TRABAJO - DESPIDO - RELACION DE DEPENDENCIA - RECHAZO DEL RECURSO,"Los hechos debieron haber sido subsumidos en el artículo 27 de la Ley de Contrato de Trabajo, porque el trabajador se comportó como un socio - empleado de la entidad accionada, por lo que las consecuencias patrimoniales de la decisión de grado se sostienen, en su totalidad.(Disidencia Dr. Adaro)",10000003219
25677,DERECHO DEL TRABAJO,DERECHO LABORAL - COOPERATIVA DE TRABAJO - DESPIDO - REGLAMENTO INTERNO - SOCIO APARENTE - RECHAZO DEL RECURSO,"Ha existido una persistente indiferencia por la norma estatutaria y los derechos de los asociados: (a) del derecho a participar en las Asambleas, en tanto ellas no eran convocadas (art. 11, inciso c); (b) del derecho a aspirar al desempeño de cargos de administración y fiscalización, por la misma omisión; (c) de la realización de asambleas ordinarias, en los términos del artículo 33; (d) de los mecanismos de convocatoria a los actos aludidos (art. 34); (e) las atribuciones de la Asamblea ordinaria, principalmente, la de aprobar memorias, balances, estado general de la Cooperativa y la de elegir consejeros y síndicos; (f) la duración de las autoridades en sus cargos; entre otras normas que hacen a la democracia del organismo y a su legitimidad como Cooperativa de trabajo. La entidad demandada se comportó como una empresa con fines de lucro en la que el trabajador se desenvolvió como un socio aparente. (Disidencia Dr. Adaro)",10000003219
25678,DERECHO DEL TRABAJO,DERECHO LABORAL - COOPERATIVA DE TRABAJO - RECHAZO DEL RECURSO - DESPIDO,"Una cooperativa de trabajo no podía estar conformada como una sociedad cerrada, que instituyera privilegios o reconociera discriminaciones de cualquier tipo; ni guiada por un primordial espíritu de lucro; ni consagrada a la acumulación de capitales e intereses; ni gobernada por núcleos excluyentes al modo de una empresa comercial que loca sin restricciones el trabajo de los individuos, allegándolos en relación de dependencia. La situación fáctica descripta donde la entidad estuvo gobernada por un núcleo de personas excluyente, con altos ingresos respecto del resto y guiada por un afán lucrativo, ajeno al cooperativismo. (Disidencia Dr. Adaro)",10000003219
25681,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ENFERMEDAD ACCIDENTE - PRIMERA MANIFESTACION INVALIDANTE - RECHAZO DEL RECURSO,"Más allá de la postura del a quo que ubica la fecha de la primera manifestación invalidante en el momento de la intervención quirúrgica pulmonar, los dichos del trabajador, previos a esta acción, nos conducen a la fecha en la que el Gobierno de Mendoza no tenía contrato con PROVINCIA ART. S.A., con lo cual la solución resulta ser también adversa al trabajador demandante. Asimismo deviene contradictorio el dicho de que el demandante retoma sus tareas habituales luego la cirugía por absceso pulmonar, en tanto en otros momentos aseguró que sí gozó de licencia laboral. Por consiguiente, la resolución de grado es conteste con la información resultante de las actuaciones administrativas incoadas por el propio trabajador - al perseguir el retiro por invalidez - ante el órgano administrativo competente.",10000003221
25682,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ENFERMEDAD ACCIDENTE - PRIMERA MANIFESTACION INVALIDANTE - RECHAZO DEL RECURSO,La primera manifestación invalidante se da en el momento en el que el daño impide temporariamente la realización de las tareas habituales. Vale decir el momento exacto en que la enfermedad del trabajador se manifiesta por primera vez.,10000003221
25683,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ENFERMEDAD ACCIDENTE - SENTENCIA ARBITRARIA - RECHAZO DEL RECURSO,"La tacha queda limitada a las situaciones excepcionales de clara denegación del derecho de defensa; o bien, cuando cabe asimilar la omisión arbitraria del examen de prueba fundamental, a la denegación de ofrecer y producir en el proceso una prueba decisiva y procedente; o por último, cuando la prueba es interpretada de tal modo que decide el contenido mismo de una disposición legal.",10000003221
25684,DERECHO DEL TRABAJO,DERECHO LABORAL - ENFERMEDAD ACCIDENTE - PRIMERA MANIFESTACION INVALIDANTE - JUBILACION POR INVALIDEZ - CONDICIONES DE TRABAJO - ADMISIBILIDAD DEL RECURSO,"El compromiso de la salud del trabajador se da en un proceso que se extiende en el tiempo y que podemos marcar como manifestación invalidante el momento en el que se certifica el retiro transitorio por invalidez por parte de la Superintendencia de Riesgo del Trabajo (S.R.T.) Las dolencias del trabajador se han ido instalando en el transcurso de los años (enfermedad respiratoria grado IV/ psiquiátrica consecuencia de esta), trabajando en horario nocturno en el Casino durante 34 años. Asimismo el juzgador considera el episodio de un absceso pulmonar, no obstante continua trabajando en las mismas condiciones durante varios años más, además de denunciarse más afecciones ante el avance progresivo de las dolencias. (Disidencia Dr. Valerio)",10000003221
25811,DERECHO DEL TRABAJO,DERECHO LABORAL - ACCIDENTES DE TRABAJO - TASAS DE INTERES - ACTUALIZACION MONETARIA - IMPROCEDENCIA - ADMISIBILIDAD DEL RECURSO,"El recurrente entiende que el tribunal de grado realiza una doble actualización del crédito. La decisión de grado declara la inconstitucionalidad del artículo 12 de la ley 24.557, en tales supuestos donde se avala dicha inconstitucionalidad se cuenta el inicio del computo de las utilidades en el momento en que se acredita la mayor remuneración. Asimismo le adiciona intereses utilizando como punto inicial para el devengamiento la fecha de la primera manifestación invalidante, según la tasa establecida por el Banco de la Nación Argentina para préstamos de libre disposición a 36 meses. En consecuencia la decisión de grado le añade, a un capital ya potenciado, un incremento desproporcionado en concepto de intereses.",10000003274
25745,DERECHO DEL TRABAJO,DERECHO LABORAL - DESPIDO - OBLIGACIONES DEL TRABAJADOR - PERDIDA DE CONFIANZA - ADMISIBILIDAD DEL RECURSO,"El hecho objetivo invocado por el empleador que provocó la conducta desleal resulta fehacientemente probado, lo que motiva la apreciación subjetiva del empleador que ya no le generaba confianza, justificando así la decisión de despedir a la trabajadora. Vale decir que el hecho de tratarse de dos artículos agregados al inventario que no significaban gran perjuicio patrimonial para el empleador, ello no justifica la conducta de la trabajadora por cuanto, el despido se funda en la ""pérdida de confianza cualquiera sea el monto e incluso aún cuando no existiera un daño patrimonial para el empleador. Lo que se daña es la relación de las partes por eso la causal referida es la ""pérdida de confianza"", y esto ocurre aunque no exista daño económico. La injuria laboral no supone necesariamente un daño a los intereses patrimoniales del empleador bastando con que los intereses sean puramente morales, no influyendo el escaso valor de la mercadería. En consecuencia resulta procedente la exclusión de tutela sindical.",10000003247
25746,DERECHO DEL TRABAJO,DERECHO LABORAL - DESPIDO - DEBER DE FIDELIDAD - BUENA FE - EXCLUSION DE LA TUTELA SINDICAL - IMPROCEDENCIA - RECHAZO DEL RECURSO,"El Deber de fidelidad también ligado al principio de buena fe y la conducta exigible al trabajador en la prestación del trabajo conforme a los patrones de honestidad, debe exigirse en todos los niveles con más razón en aquellos que por su categoría jerárquica se espera de ellos mayor deber de obrar. Es decir no puede justificarse sólo en el elemento subjetivo, sino que sobre la base de uno o varios hechos concretos y objetivos, se sienta esa apreciación subjetiva del empleador de que el trabajador ya no es confiable. (Disidencia Dr. Valerio)",10000003247
25747,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - DESPIDO - EXCLUSION DE LA TUTELA SINDICAL - IMPROCEDENCIA - RECHAZO DEL RECURSO,"Las causales invocadas por la empleadora no son suficientes ni poseen la entidad para justificar la exclusión pretendida, la que ante le importancia del instituto legal en juego, la ""libertad sindical"", obliga a ser exigente en la comprobación de los recaudos necesarios para otorgarla. En conclusión se está frente a una causal de despido justificada por pérdida de confianza, cuando las expectativas acerca de una conducta leal y acorde con el deber de fidelidad creadas con el devenir del vínculo se vean frustradas a raíz de un suceso que lleva a la convicción de que el trabajador ya no es confiable, ya que podría configurarse la reiteración de conductas similares. (Disidencia Dr. Valerio)",10000003247
25679,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - DESPIDO - MULTA LABORAL - RECHAZO DEL RECURSO,"Resulta improcedente la multa prevista por el art. 2 de la ley 25.323 cuando la intimación resulta contemporánea con la comunicación de la extinción del vínculo. La norma establece que dicho rubro resulta viable cuando no se abonaren las indemnizaciones por despido, en consecuencia, parece evidente que tal requerimiento deba efectuarse una vez producida la extinción del vínculo, apareciendo en se momento la exigibilidad de los rubros indemnizatorios derivados del despido; por lo que entiendo que no podría intimarse al pago, si el crédito aún no es exigible.",10000003220
25680,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - DESPIDO - COSTAS - RECHAZO DEL RECURSO,"El criterio chiovendano de la derrota, es la regla general del proceso, y no es posible pretender la revalorización del vencimiento. Si con mayor razón, resulta imposible la valoración de la existencia del principio de buena fe y de la razón probable para litigar entendidas por los Tribunales, menos resulta censurable la imposición dada por el a quo, cuando ni siquiera se ha apartado de la regla general. Estas circunstancias están reservadas exclusiva y excluyentemente a los tribunales de grado, y no pueden ser suplidos por un criterio diferente del tribunal de apelación. Esta es una decisión judicial propia de la discrecionalidad de la Cámara valorada conforme al principio de la sana crítica racional.",10000003220
25776,DERECHO DEL TRABAJO,DERECHO LABORAL - ENFERMEDAD ACCIDENTE - OBLIGACIONES SOLIDARIAS - ABOGADOS - ADMISIBILIDAD DEL RECURSO,"Si la condena en costas solidarias a las profesionales que asisten al trabajador se funda, a criterio del juzgador, en el hecho de no haber denunciado los autos preexistentes, lo cierto es que los mismos fueron reiteradamente ventilados dentro de la presente causa, con anterioridad al dictado de la sentencia; razón por la cual, la condena a las letradas luce cuando menos, infundada y lesiva del derecho de defensa y debido proceso. El juez no puede apartarse de los términos en que ha quedado planteada la relación substancial procesal. Ello así, se ha integrado la relación procesal sustancial, lo que produce dos efectos fundamentales, quedan fijados los sujetos de la relación y las cuestiones sometidas al pronunciamiento del juez, sin que desde ese momento ni las partes ni el juez puedan modificarla, so pena de violar el principio de congruencia.",10000003258
25777,DERECHO DEL TRABAJO,DERECHO LABORAL - ENFERMEDAD ACCIDENTE - SENTENCIA ARBITRARIA - ADMISIBILIDAD DEL RECURSO,"La arbitrariedad, se configura cuando se afirma y se rechaza a la vez un hecho relevante para la solución del caso, o porque niega en la conclusión lo que necesariamente se sigue de los fundamentos normativos o fácticos. Es condición de validez de los fallos que sean derivación razonada del derecho vigente con aplicación a las circunstancias de la causa, por lo que son descalificables por arbitrariedad aquellos que contengan una contradicción tal que los haga ininteligibles. En consecuencia aento que la admisión de estos agravios suponen la existencia de arbitrariedad en la sentencia recurrida, resulta suficiente para acarrear la nulidad de la misma.",10000003258
25778,DERECHO DEL TRABAJO,DERECHO LABORAL - ENFERMEDAD ACCIDENTE - INCAPACIDAD - INDEMNIZACION - RECHAZO DEL RECURSO,"Corresponde el rechazo del daño moral reclamado, aunque por otros fundamentos, en tanto el mismo no ha sido acreditado. El trabajador después del supuesto maltrato, mobbing, percibió una indemnización por la incapacidad que ese daño le produjo y no se ha probado otro daño más allá de la incapacidad, salvo que ahora es menor que cuando fue indemnizada. No se ha probado un daño adicional que debiera ser reparado. (Disidencia voto Dr. Adaro)",10000003258
25780,DERECHO DEL TRABAJO,DERECHO LABORAL - ENFERMEDAD ACCIDENTE - DEBER DE LEALTAD - OBLIGACIONES DEL ABOGADO - RECHAZO DEL RECURSO,"Denunciar la existencia del otro juicio que tramitaba en la misma Cámara, que era en contra de la misma demandada además de otra codemandada, en uno de ellos - , y por el que se reclamaba una incapacidad originada en una dolencia psicológica psiquiátrica, era un deber de buena fe y probidad que exige el mismo Código Procesal Civil Comercial y Tributario en el art. 22 a abogados y litigantes. Más allá de tratarse de un deber ético que obliga a los abogados a obrar con verdad. Aun cuando no fueran las mismas dolencias (que sí lo eran) la persona que las padece es la misma y por lo tanto correspondería computar sus secuelas a partir de del método de la capacidad restante o analizar como en el caso la similitud de las mismas, por lo cual era trascendente declarar la existencia del primer juicio. En consecuencia las profesionales actuaron con falta de probidad y lealtad, por lo que resulta razonable la imposición solidaria de costas. (Disidencia voto Dr. Adaro)",10000003258
25798,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ACCIDENTES DE TRABAJO - SANA CRITICA RACIONAL - RECHAZO DEL RECURSO,"El interesado sólo expone una serie de argumentos que en verdad pretenden apoyarse en su subjetiva versión sobre los hechos y de cómo - a su criterio - deben apreciarse las pruebas, en una estructura de razonamiento que traduce el mero intento de disputarle al juzgador de origen el uso de facultades que por regla le son privativas, técnica reiteradamente calificada como inhábil para evidenciar el vicio de arbitrariedad. Por lo tanto el recurrente no logra demostrar que el tribunal de grado hubiera actuado sin la prudencia que la ley le exige en la ponderación de los hechos que determinaron que los trabajadores se consideraran injuriados frente a la contestación que efectuó la demandada negando la relación laboral.",10000003272
25799,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ACCIDENTES DE TRABAJO - SENTENCIA ARBITRARIA - CARACTER EXCEPCIONAL - RECHAZO DEL RECURSO,"La tacha de arbitrariedad en el orden local reviste carácter excepcional, limitada a los casos de indudable ruptura del orden constitucional en la motivación de los fallos, situaciones de flagrante apartamiento de los hechos probados en la causa, carencia absoluta de fundamento, argumentos ilógicos, absurdos o autocontradictorios. El recurso deviene improcedente, por tanto, cuando bajo la invocación de tales vicios, se pretende lograr una revisión de la valoración original efectuada por los tribunales de mérito sobre el contexto probatorio de la causa, por cuanto la admisión de la vía en tal caso, conduciría a instaurar una tercera instancia ordinaria extraña a nuestro sistema procesal.",10000003272
25825,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - DIFERENCIAS SALARIALES - VIATICOS - CARACTER NO REMUNERATORIO - ADMISIBILIDAD DEL RECURSO,"Los viáticos determinados en el convenio colectivo de trabajo, abonados sin necesidad de presentar comprobantes de rendición de cuentas no revisten naturaleza remuneratoria, ya que así lo habilita el art. 106 de la Ley de Contrato de Trabajo y, en tal contexto, ello ha sido el resultado de la voluntad colectiva de las partes signatarias de la norma convencional lo que debe ser así respetado como fuente de derecho (art. 14 bis de la Constitución nacional, arts. 1°, 7, 8 de la Ley de Contrato de Trabajo; arts. 7, 8 y concordantes de la ley 14.250).",10000003275
